,Issued time,Country,Job category,Job title,Company,Part time/ Full Time,Star review,Number of reviews,Location,Job description,Indeed link,Min salary,Max salary,Average salary,Salary group,Minimum education level,Maximum education level,Python,Machine Learning,JavaScript,R,Java,IoT,Excel,Power BI,English,Chinese,SAS,Oracle,C++,C#,C,Qlik,alteryx,Tableau,SPSS,Powerpoint,PostgreSQL,SQL,MySQL,Visualisation tool,Programming tool
881,30,Singapore,Data scientist,"Scientist, Virus Validation",Lonza,,3.5,398,Tuas,"Today Lonza is a global leader in life sciences. We are more than 15,000 employees in more than 100 locations around the world. While we work in science, there’s no magic formula to how we do it. Our greatest scientific solution is talented people working together, devising ideas that help businesses to help people. In exchange, we let our people own their careers. Their ideas, big and small, genuinely improve the world. And that’s the kind of work we want to be part of.
You will be joining the recently established Virus Validation team within Clinical Development in Lonza Singapore. The Clinical Development group is responsible for the development and characterization manufacturing processes used for the production of novel therapeutic recombinant proteins for Lonza’s global client base. The purpose of this role is to design and execute specific virus clearance studies that demonstrate the effectiveness of purification processes for the reduction of viruses to support customers’ regulatory filings (IND & BLA).
Key responsibilities:
Design and perform hands-on laboratory work following protocols and working to GMP standards.
Follow work procedures to set up and operate chromatography, ultrafiltration and dead-end filtration systems to GMP standards.
Review and interpret raw data to produce good quality process knowledge and data sets suitable for inspection by regulatory agencies.
Develop and manage relationships with external customers and teams at contract testing laboratories.
Deliver high quality communication to ensure an outstanding customer experience.
Working as part of a site and global project team, co-ordinate multiple projects and ensure timely delivery of project workstages.
For role of Lead Scientist: Authoring of protocols and reports and interaction with regulatory agencies are required. Supervision of project teams and leading troubleshooting activities may be required.
Key requirements:
Degree/PhD in a relevant Science field or Equivalent
Scientist: Adequate work experience although recent PhD graduates will also be considered.
Senior/Lead Scientist: Substantial work experience or PhD with some years postdoctoral experience. Practical laboratory experience in virus clearance studies, study directing and project management is required.
The final role offered will be commensurate with the candidate’s experience.
Understanding of cGMP regulations and quality management is required
Good problem solving and analytical skills
Good communication skills (verbal and written)
Good team working skills
People come to Lonza for the challenge and creativity of solving complex problems and developing new ideas in life sciences. In return, we offer the satisfaction that comes with improving lives all around the world. The satisfaction that comes with making a meaningful difference.",https://sg.indeed.com/rc/clk?jk=870289553b458553&fccid=f03d9769ea7202c9&vjs=3,,,,Not Mentioned,Bachelor,PhD,,,,,,,,,,,,,,,,,,,,,,,,,
883,30,Singapore,Data scientist,Data Analyst,SMARTKARMA INNOVATIONS PTE. LTD.,,,,Changi,"Roles & Responsibilities
We seek a passionate Data Analyst to turn data into information, information into insight and insight into business decisions. Your responsibilities include conducting full lifecycle analysis to include requirements, activities and design. You will develop analysis and reporting capabilities. You will also monitor performance and quality control plans to identify improvements.

Job Responsibilities

Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Create “cleaned”, standardized data-sets, and implement data standardization processes
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities

Requirements

At least 2 years working experience as a data analyst or business data analyst
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
BS in Mathematics, Economics, Computer Science, Information Management or Statistics

What You Will Get in Return

This is a very exciting role as you will have the opportunity to learn about many aspects of the fintech industry. You will work with a team of motivated, high-quality professionals who will challenge you and mentor you along the way. Benefits include generous leave and health insurance plans, along with a work environment where employees are evaluated on the quality of their work and not solely on the hours they put in.

About Smartkarma

Smartkarma (https://www.smartkarma.com/) is a unique, independent financial research platform that is radically changing the way capital market participants create, distribute and consume investment research.
We combine intelligence from the world’s premier analysts, academics, data scientists and industry experts in one collaborative network to help investors improve efficiencies, enhance returns, and optimize their research spends while accessing the widest range of global analysis of the Asian markets.
Smartkarma is headquartered in Singapore with five global offices, and a highly-motivated team trying to positively change the world of investment research
Join a world class team, and take on big challenges!
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]",https://sg.indeed.com/rc/clk?jk=fe267743a8ff3bf6&fccid=12db16b36df77760&vjs=3,21680.0,32520.0,27100.0,20000-29999,Not specified,Not specified,,,,,,,Y,,,,Y,,,,,,,,Y,,,,,,
886,30,Singapore,Data scientist,Machine Learning Engineer,Sciente Consulting Pte. Ltd,,3,7,Singapore,"Job Description :
We are looking for a Machine Learning Engineer to work with the application and data teams to develop machine learning models for one of the core financial systems.
Mandatory Skill(s)
Degree in Computer Science or Computer Engineering;
Minimum 5 years of experience in software engineering / DevOps automation / Big Data engineering;
Good knowledge on software engineering concept and and design patterns;
Familiar with Python / Scala / Java;
Experience working with technology such as : Hadoop, Hive, HBase, and Spark;
Strong analytical, problem-solving skills and attention to detail;
Strong communication, presentation, and technical writing skills.
Desirable Skill(s)
Knowledge of distributed computing, concurrent programming, or GPU parallel computing;
Experience in using NoSQL;
Experience in data warehouses or data analytics systems such as Teradata;
Experience with working with Cloud platforms like AWS, or containerization/ virtualization platforms e.g. Docker;
Experience with IBM Data Science Experience or Cloudera Data Science Workbench;
Knowledge on mainframe system.
Responsibilities
To build and optimize machine learning platform and models supporting different business units;
Enhance the current machine learning engineering process from exploration to production;
To create the machine learning framework to support large scale business activities;
To collaborate with data scientists, building analytics solutions supporting business needs;
To build analytics platform components to support data collection, and integration from other data platforms;
To improve and optimize the machine learning algorithm.

Job Description : We are looking for a Machine Learning Engineer to work with the application and data teams to develop machine learning models for one of the core financial systems.Mandatory Skill(s) * Degree in Computer Science or Computer En",https://sg.indeed.com/rc/clk?jk=4bfc5b8c97102c66&fccid=a176617a4318c18e&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y
887,30,Singapore,Data scientist,Pre-clinical Imaging Scientist/Operator/Specialist,National University of Singapore,Full-time,4.1,305,Queenstown,"The candidate is expected to establish new preclinical acquisition protocols for the 7T MRI scanner in order to meet the increasing demand of the NUS/NUHS research community for highest quality MRI data. The candidate is expected to implement MRI image analysis capabilities for preclinical imaging data in support of an increasing number of MRI study requests. The candidate is expected to be cross trained in operating other imaging modalities and to take part in routine CMIF team tasks.

The candidate will be responsible to set up and execute preclinical 7T MRI protocols and will be responsible for all aspects of operation of the scanner. The candidate will be cross-trained on other imaging modalities in order to operate the same.

The candidate will be responsible to implement MRI image analysis capabilities within CMIF. The candidate will perform image analysis as requested by researchers and train team members as well as researchers on MRI image analysis. The candidate will work with researchers to discuss their MRI needs and advice on best path forward to support their research goal.

The candidate will work as part of the CMIF imaging team and will participate in team tasks such as SOP writing; orientation, procedure and safety training for researchers and new staff; QC procedures and laboratory maintenance and upkeep to ensure safe operation of the equipment.

The candidate is required to maintain personal and professional development to meet the changing demands of the job and participate in appropriate training activities.

Qualifications

Technical Knowledge and Skills required:
Experience in developing complex 3T and 7T MRI protocols and performing preclinical MRI examinations for a minimum of 3 years
Experience in MRI image analysis and the implementation and use of specialised software; Knowledge of Matlab programming is of advantage
Experiences in performing PET/CT and CT examinations desirable, if no prior experiences must be willing to be cross-trained on other modalities. Experience working within a multidisciplinary team environment
Works independently with minimum to no supervision and must works well as part of a team
Must be service-oriented
Good oral and written communication skills

Job: Executive and Professional
Primary Location: Kent Ridge
Organization: Comparative Medicine
Schedule: Full-time - Fixed Term (Contract)

Job Posting: 03/12/2018, 9:53:17 PM

:",https://sg.indeed.com/rc/clk?jk=4ce7f26829c6fb20&fccid=b4c06e8a712feddf&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
888,30,Singapore,Data scientist,Data Scientist,Comtel Solutions Pte Ltd,,3.4,29,Singapore,"Develop data model that are meaningful and impactful on a critical market data application
Develop data model that are meaningful and impactful on a critical market data application.
Interpret data and analyses data with SQL, R, Octave, Python.
Build up analytic dashboard with QlikSense, Power BI, R Shinny.
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system",https://sg.indeed.com/rc/clk?jk=6caecbee1fc0fe28&fccid=efb60ad50e873b47&vjs=3,,,,Not Mentioned,Not specified,Not specified,Y,Y,,Y,,,,Y,,,,Y,,,,Y,,,,,,Y,Y,Y,Y
889,30,Singapore,Data scientist,"Intern, Product Owner",Yara,,,,Singapore,"Date posted: Apr 7, 2020
Location:
Singapore, SG
Job Function: Sales & Marketing
Job Type: Intern
Job Requisition ID: 2762
Intern, Product Owner
We at Yara are part of a global network, collaborating to profitably and responsibly solve some of the world's key challenges - resource scarcity, food insecurity and environmental change.

About the Unit
There are more than 500 million smallholder farms globally. 2.5 billion people depend on Smallholder Communities for their food and livelihoods. Smallholder regions are characterized by low living standards, high rates of illiteracy and low agricultural productivity. Yara's mission is ""Responsibly Feed the World and Protect the Planet"". Key to achieving this is enabling thriving Smallholder Communities.
In 2017, Yara created a new digital development unit to build solutions for smallholder farming communities. Our team is made up of designers, software engineers, data scientists, services and solution managers and product owners. Digital Farming is a strategic priority within Yara. Each year we significantly grow our global Digital Farming team and country coverage. With hubs in Europe, Latin America, Asia and North America, Yara Digital Farming is shaping the future of farming by building new digital solutions solving critical problems within agriculture.

Responsibilities
Support the POs with the end-to-end management of a single product within a solution.
Assist with day-to-day decisions about the product to ensure a quick and scalable implementation. Align decisions with key stakeholders globally.
Work with the team to manage schedules, resources to create successful development of products.
Profile
Strong personal/professional interest in the LSM segments (developing countries, low-income markets, etc) and agriculture in general.
Project Management mindset and interest in digital product development.
Additional Information
We encourage all qualified applicants from all background to apply and are committed to creating a work environment that fits gender equality and allows combining career progress with the needs of a family or other personal circumstances.
Why us?
Evolving tech development division of an established agricultural products and services company.
Explore and develop digital, software, hardware products, which provide value to farmers, smallholder communities and the value chain.
Be part of our mission to build sustainable solutions that benefit humanity and the environment.
Full-time, permanent and freelance contract options available with competitive remuneration + benefits.
Support for personal development, training and continuous learning.
Commitment to using new technologies and frameworks, meetups, and knowledge sharing.

Knowledge grows through differences
Yara is committed to creating a diverse and inclusive environment and is proud to be an equal opportunity employer. We believe that creating a diverse and inclusive work environment is not only the right thing, but also the smart thing to do. To deliver on this, Yara has firmly anchored Diversity & Inclusion (D&I) as one of our top 7 strategic actions and has more than 400 employees worldwide involved in D&I ambassador networks.

Job Segment: Agricultural, Sustainable Agriculture, Product Development, Project Manager, Agriculture, Research, Technology",https://sg.indeed.com/rc/clk?jk=322cef41fbd0bf7a&fccid=dd94afe68cf83140&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
891,30,Singapore,Data scientist,Bioprocess Scientist (Downstream Processing),ESCO ASTER PTE. LTD.,,,,Singapore,"Roles & Responsibilities
The Opportunity: The scientist will use his/her skills in research and process development, and be part of an enthusiastic entrepreneurial community. This position has been designed for the individual to benefit from the resources available, conduct process development for the purification of cell/gene therapy and Vaccine/Virus products, as well as being exposed a fast-paced and exciting atmosphere. The position will allow for the individual to acquire lateral / domain expertise and grow with the company.

The Scope: The scientist will perform research and process development activities in collaboration with other stakeholders (academics, corporate partners, contract research organizations, customers) relating to purification of cell/gene therapy and Vaccine/Virus products. He/she will also be responsible for technology scouting and evaluation of technologies, negotiation of in-licensing and collaboration agreements.

Job Responsibilities: The Scientist will be able to work independently and work on problems of diverse scope requiring analysis of data and evaluation of identifiable factors. He/she will develop expert knowledge of scientific principles and concepts, provide detailed data, results, analyses, and summary reports to management, and recommend paths forward based on analysis. He/she demonstrate technical proficiency, scientific creativity, and independent thought.
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]",https://sg.indeed.com/rc/clk?jk=4aaa818884975433&fccid=d12463f721620992&vjs=3,21680.0,32520.0,27100.0,20000-29999,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
892,30,Singapore,Data scientist,Sen. Risk Management Data Scientist,Credit Suisse,,3.9,"1,516",Singapore,"Sen. Risk Management Data Scientist #147467
Singapore-Singapore-Singapore | Full-time (FT) | Corporate Functions | Job ID 147467
Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. We are Credit Suisse.
We Offer

The Risk Intelligence Analytics team is part of Credit Suisse’s Global Risk Intelligence Team. Our team provides decision-makers across the world with meaningful and actionable data oriented insights. Our work enables aggregating known risk (connecting the dots), forward looking and externally aware, challenging known risks, illuminating unknown risk and ensuring actively handle and reduce legacy risk while improving business return and revenue generation. Working across the organization at all levels creating partnerships to enhance analysis rigor in line with strategic priorities, building and leading advanced analytics solutions.

Provide impactful, holistic and dynamic risk intelligence with direct accountability for guiding data and analytics strategies that aligns with the global objectives, and anticipates environmental challenges. Provide market leading differentiation enabling risk managed growth.
It is a key element in improving competitive market factors such as customer experience and product development at a time when the firm is building more holistic and long-lasting customer relationships, integrating its global investment banking, wealth and asset management businesses and expanding investment into new markets.

A department which values Diversity and Inclusion (D&I) and is committed to realizing the firm’s D&I ambition which is an integral part of our Global Conduct and Ethics Standards.
Opportunity to become part of highly motivated Analytics team for Credit Suisse based in Singapore focusing on building and driving analytical capabilities in creating forward looking and externally aware, predictive risk based return insights
Building capability and analytics talent who can conduct rapid diagnostics, inject analytical rigor to risk monitoring solutions
Developing the analytic solution suites and partner with IT to develop associated infrastructure that can be used cross regions and businesses
Developing consistent and scalable analytical approaches (descriptive analytics, statistical predictive modeling and machine learning) appropriate for specific markets, product lines and risk types.
Responsibility for developing, maintaining and extracting knowledge from strategic internal and external data sets
Studying fundamental and high impact business questions that directly affect the direction of the company and the industry at large
Developing and designing algorithms, building prototype versions, running multiple validations with business experts and working on their operationalization
Collaboratively work in a team with a strong team spirit in a fast paced dynamic and flexible working environment


You Offer

At least 5 years financial industry experience in risk-related discipline (market/credit/enterprise). Experience covering multiple risk types will be added advantage.
Hold a PhD or Master’s degree in a quantitative field (e.g. Data Science, Machine Learning, Statistics, Mathematics, and Physics), Computer Science or an equivalent education
At least 3-5 years of experience in applying statistical modelling, machine learning and / or exploratory analysis to large datasets: classification, Machine Learning algorithms both Supervised and Unsupervised with Experience in Natural Language Processing (NLP) and/or knowledge extraction from unstructured data being mandatory.
Proficient in at least one of the following: Python, PySpark, SQL and have experience in using big data platforms including the development of big data pipelines, relational database programming and distributed data processing at scale e.g. Spark or Hive.
Outstanding written, verbal communication skills and business partner management capabilities, ability to effectively collaborate and build positive relationships across all levels while maintaining integrity, responsibility and confidentiality required when dealing with sensitive data.
Experience leading a team and possess experience as an ambitious individual and who can contribute in a highly collaborative environment to achieve success for the team. High level of integrity, sense of urgency, attention to detail and quality standards. You should be able to take on added responsibilities as required and become a knowledge carrier within the team.
Understand the value of diversity in the workplace and is dedicated to fostering an inclusive culture in all aspects of working life so that people from all backgrounds receive equal treatment, realize their full potential and can bring their full, authentic selves to work. This should be further elaborated on in your application.

Credit Suisse is an equal opportunity employer. Welcoming diversity gives us a competitive advantage in the global marketplace and drives our success.",https://sg.indeed.com/rc/clk?jk=cc6dec1eed439c96&fccid=e127f4594cdf24f4&vjs=3,,,,Not Mentioned,Master,PhD,Y,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y
893,30,Singapore,Data scientist,Data Scientist cum Analyst,Career Edge Asia Pte Ltd,,,,Singapore,"Responsible to mange dashboards and reports on Campaigns statistics analysis
Manage data analysis (large structured and unstructured data analysis) and identify trends on lead and pipeline creation
Analyse customer behavious on solutions to optimize programs for maximum impact
Responsible for data driven marketing and manage systems engineering and media analysis]
Requirements
Degree in Marketing/Computer Science Systems Engineering , Business, data analysis related
Min 3 years experience in marketing data statistic analaysis, technical program management, media analytics
Proficient in SQL, database definition and schema design
Preferably experience in B2B marketing technology
Location: Central
5 working days, Mon – Fri
Salary range: $7K

Competitive remuneration package will be offered to the shortlisted candidate.
Interested candidates, please send your updated CV in MS Words format stating your last drawn salary, expected salary, notice period and reason for leaving last / past employment(s) and email to recruit21@caed.com.sg for priority processing.
Attn: Jace Tay (Registration No.: R1331152)
CAREER EDGE ASIA PTE LTD
EA Licence Number: 13C6678
To find out more job opportunities, visit Career Edge Asia at www.caed.com.sg for all job listings.
Email: recruit@caed.com.sg

More Information
Salary Offer $7K",https://sg.indeed.com/rc/clk?jk=5f2f8b1850518b3f&fccid=ebbe36c77af36a4b&vjs=3,37940.0,37940.0,37940.0,30000-39999,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,
894,30,Singapore,Data scientist,Senior Data Scientist / Team Lead,SNAPHUNT PTE. LTD.,Full-time,,,Singapore,"Roles & Responsibilities
The Offer
Help define how people find jobs and get hired as roles change in the coming decade
Build and lead a best in class data team
Leadership Role
The Employer

Snaphunt is a smart hiring platform that helps people find jobs and companies hire talent quickly and conveniently.

We are headquartered in Singapore and are backed by top venture capitalists. Our solutions cater to employers across South and South-East Asia and we are now looking to expand our team as a result of our business growth.

The Job

This is a critical role where as a senior member of the team, you will be responsible for building and leading a world class team of data scientists, analysts and engineers to deliver data centric solutions that help make hiring and job seeking more accurate for job seekers and employers. You will be responsible for:

Developing models and algorithms to enhance specialist hiring on Snaphunt
Designing, implementing and maintaining a robust data infrastructure
Building model prototypes using proven and experimental techniques
Defining hypothesis and executing experiments to prove/disprove them
The Profile
You possess an advanced degree in Computer Science, Applied Mathematics, Engineering or related field.
You have at least 5 years experience as a Data Scientist and have good experience in machine learning and deep learning
You are proficient in R, Python or Scala
You have solid knowledge of ML algorithms and experience using ML frameworks
You are a problem solver who thrives on solving complex problems using data
You are a strong mentor and coach who can build high performing teams
Ref: 90510047
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]
[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]",https://sg.indeed.com/rc/clk?jk=54eda6ae13031b87&fccid=fc6da3a53e9ebb7b&vjs=3,32520.0,65040.0,48780.0,40000-49999,Not specified,Not specified,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y
896,30,Singapore,Data scientist,Senior Data Scientist,Agoda,,,,Singapore,"Working Location: Singapore

We welcome both local and international applications for this role. Full visa sponsorship and relocation assistance available for eligible candidates.

Agoda is a Booking Holdings (BKNG) company, the world’s leading provider of brands that help people book great experiences through technology. We have the dynamism and short chain of command of a startup and the capital to make things happen. What’s stopping you from getting in touch?

We move fast – why wait ages to see your ideas go live? Work on tough challenges, safe in the knowledge that you are surrounded by people as smart as you are (if not smarter!) to help solve them. And while we’re on the subject, Agoda employs over 5,000 professionals from 70 nationalities in locations around the globe: It’s an incredible technical creative melting pot.

Technology is not just what we do – it’s at the heart of who we are. We put cutting-edge technology in your hands so you can help us change the way people run their lives. We want you to come here so they can get there – and get your career going places, too.

Maintaining this growth requires an incredible amount of data, a superior IT infrastructure, and world class talent to bring it all together.

Your role is to:

Crack our business problems and come up with deployable machine learning models
Interface with business to make sure they are asking the right questions
Sift through our data and find us some gems
Be a world-class hands-on deploy master

Charm us with:

An earned stripes in coding, in data handling, in statistics and in machine learning (5 years of working or research experience is a must)
A good balance between theory and practice and a strong desire to learn and keep up with the latest technologies (an academic quantitative degree, preferably a PhD, earns more points)
Hands-on experiences and good understanding of various machine learning algorithms (e.g. Gradient Boosting, Random Forest, SVM, Deep Neural Networks, RNN, CNN, Transformer, etc.)
A good knowledge of what’s “Under the hood” of statistical methods
The ability and experiences to guide juniors
Coding, coding, coding (Python, Java, C++, Scala, R, …)
Project experience with NLP models is a bonus point (e.g. word embedding, seq2seq model, text generation, read comprehension, etc)
Some extra points on: SQL, NLP, image processing, recommendation system, business acumen, blog writing,


By applying to this job, you agree that Agoda may process your personal data in accordance with Agoda applicants privacy statement. (link to https://careersatagoda.com/privacy-statement/)


#wroclaw #hcmc #kiev #london #taipei #zurich #stockholm #seoul #singapore #moscow #oslo #amsterdam #tokyo #dublin #hongkong #munich #toronto #sydney #sanfrancisco #losangeles #boston #newyork #washdc #ENG #IT #4 #LI-PK1",https://sg.indeed.com/rc/clk?jk=c6b3f0e62a2adba5&fccid=460239a31e3c73bb&vjs=3,,,,Not Mentioned,PhD,PhD,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,Y
897,30,Singapore,Data scientist,Senior Data Scientist,Siemens AG,,4,"10,091",Central Singapore,"Siemens Mobility is the world’s leading provider of mobility solutions that enable the efficient, safe and environmentally friendly transport of people and goods – and help improve the quality of everyday life for millions of people on all continents. Driven by innovation, we develop intelligent solutions for the increasing digitalization of the transport sector. Our range of offerings includes rail vehicles, rail automation, road traffic management systems, rail electrification and services.

What are my job responsibilities?

This position will be responsible for taking on the lead on the data driven feature implementation as part of the project contractual scope.

 Research new modeling algorithms, languages, packages, and statistical tools to enhance the overall productivity of the team.
Design and implement experiments to test various hypotheses.
Drive and lead data science related products.
Understand the competitive marketplace, business issues, and data challenges in order to deliver actionable insights, recommendations, and business processes.
Work in a collaborative team environment with other highly skilled specialists in statistics, machine learning, and software engineering.
Communicate complex solutions in a clear and understandable way to both experts and non-experts.
Collaborate with Product Owners to develop a product data-driven strategy.
Promote a Data-driven customer centric culture at Siemens.
What do I need to qualify for this role?
Minimum 4 years of experience in a relevant role.
Strong knowledge and proven hands-on experience in personalization and information retrieval projects.
Experience collaborating with Developers, UX Experts, Product Owners, etc.
Strong working knowledge of, Python, Hadoop. Spark, SQL, or R.
Working experience with cloud services such as AWS or Azure.
Exposure/ experience to tools & Infrastructure such as Jenkins, GITHUB, Eclipse…Experience working in an Agile development environment
Excellent communication skills; the ability to convey complex analysis results clearly and with conviction to all levels of technical and non-technical stakeholders.
Interest and experience in coaching, mentoring and the ability to grow into a leadership role.
Promote communication and collaboration.
Transfer knowledge to younger data scientists.
MS or PhD in a quantitative discipline: Computer Science, Statistics, Applied Mathematics, Operations Research, Engineering, Economics, etc.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Organization: Siemens Mobility
Company: Siemens Mobility Pte Ltd
Experience Level: Experienced Professional
Job Type: Full-time",https://sg.indeed.com/rc/clk?jk=19eb3a75a1b5f89f&fccid=3b89b9ec324f96c8&vjs=3,,,,Not Mentioned,PhD,PhD,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,Y
898,30,Singapore,Data scientist,Economist (Data Analytics),Ministry of Trade and Industry,Full-time,,,Singapore,"Responsibilities

You will be part of a team of Economists/Data Scientists involving in research and ascertain emerging issues to inform policy formulation while conveying findings in accessible, visual forms to engage the public more effectively. You will also be responsible in undertaking secretariat work to support the process of identifying emerging topics to be studied by the data analytics unit within the Economics Division (ECD). In your role, you will be formulating strategies and conducting analysis for assigned topics while working closely with the project manager and the Corporate Communication Division Team to convey findings ahead of key events.


Requirements
Degree/Masters/PhD in a quantitative discipline: Economics, Statistics, Applied Mathematics, Computer Science, Data Analytics, Engineering, or related disciplines.
1 to 2 years of experience in software programming or relevant work experience in technical field
Strong passion for empirical research and extensive experience solving complex problems using quantitative approaches
Keen sense in value of data and translation of business objectives into actionable analysis
Experience working with large real-time datasets
Good analytical and presentation skills to communicate complex quantitative analysis with clarity and precision
Proficiency with R, Python, MySQL and relevant visualisation techniques (e.g., Tableau and D3.js)",https://sg.indeed.com/rc/clk?jk=ce4adf5bd1e375d3&fccid=4a2777751410aed7&vjs=3,,,,Not Mentioned,Bachelor,PhD,Y,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y
899,30,Singapore,Data scientist,Data Warehousing and Business Intelligence Consultant / Senior Consultant,Techbridge Market Holdings Pte Ltd,,,,Singapore,"Job Description :
Data Warehousing and Business Intelligence Consultant / Senior Consultant

We are hiring Business Intelligence (BI) and Data Warehousing (DWH) professionals for several positions
from consultant to senior consultant level in our organisation. We invite suitable individuals with strong
data management experience to join our information management team. We are rapidly growing and are
expanding into numerous domains and industries. If you are looking to expand your capabilities in data and
analytics and looking for a team with a vision, come join us!

Job Responsibilities:
Liaising with data scientists or clients to understand and gather business and stakeholder
requirements
Analysing the data requirements and preparing functional and non-functional specifications for
delivering data products
Designing or Implementing Data Models - Logical and Physical Data Models for Data Warehouse
or Enterprise Data Hub or Operational Data Store or Data Lake
Designing and Developing ETL Mappings and Workflows or Jobs or Data Pipeline using ETL Tools
Designing and Developing Business Intelligence Cubes, Metadata Models, Scorecard,
Dashboards, Reports and Stories using BI Tools
Creating Scripts in SQL Scripts, JAVA Scripts and VBA
Inheriting or reusing Data Management Best Practices, Policies and Standards of the
organisation.
Preparing Test Plans and conducting Unit Testing, SIT, UAT and Performance Testing
Designing and Implementing deployment approaches and methods to roll-out the system
changes
Remaining up to date with industry standards and technological advancements that will improve
the quality of data products.
In addition to the above responsibilities, Senior Level Consultant needs to lead a team and
provide BI or Datawarehouse or Big Data solutions independently

Job Requirements:
He / she must be:
A keen learner with a minimum bachelors degree in Computer Science and related fields
A self-starter with an analytical approach to problem solving.
A client-centric, outcome and quality focussed team player.
Competent in written and oral business and technical communication in English.

In terms of experience, the successful candidate should have:
At least 3 to 4 years of end-to-end data warehouse, data lake and business intelligence
implementation experience
7 or more years experience in similar industry area
Mandatory Technical Skills : Experienced in Informatica or MicroStrategy; Dimensional Data
Modelling, SQL Server; Writing Unix Shell Scripts, JavaScript, SQL scripts, Stored Procedures/PLSQL.
Value Added Technical Skills - Amazon Redshift, Kinesis, Firehose, Power BI, SSIS, DataStage,
Attunity, OLAP, Hadoop Ecosystem, Data APIs, Unstructured Data and Data Modelling, Cognos, SAS,
Azure and AWS Cloud Platform.
Managed and coached a team to achieve project objectives
Senior Consultant should be able to lead teams under pressure with demonstrated experience in
project management
Understand solution requirements and design, develop, build and operationalise solutions
Enjoy problem solving in different domains and industries.
Love working with high energy and competent teams

Job Description : Data Warehousing and Business Intelligence Consultant / Senior ConsultantWe are hiring Business Intelligence (BI) and Data Warehousing (DWH) professionals for several positionsfrom consultant to senior consultant level in our or",https://sg.indeed.com/rc/clk?jk=53080cf6622bef5b&fccid=e9008c88d458b156&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,Y,,,,,Y,Y,,Y,,,,,,,,,,,Y,,Y,
