,Issued time,Country,Job category,Job title,Company,Part time/ Full Time,Star review,Number of reviews,Location,Job description,Indeed link,Min salary,Max salary,Average salary,Salary group,Minimum education level,Maximum education level,Python,Machine Learning,JavaScript,R,Java,IoT,Excel,Power BI,English,Chinese,SAS,Oracle,C++,C#,C,Qlik,alteryx,Tableau,SPSS,Powerpoint,PostgreSQL,SQL,MySQL,Visualisation tool,Programming tool,Star group
720,30,Hong Kong,Data analyst,System Analyst (Java) (Government Projects),Classy Wheeler,Full-time,,,"Quarry Bay, Hong Kong Island","Client Description
Regional IT services and solutions provider
Job Description
Candidates will less experience will be considered as Analyst Programmer


Responsibilities

Perform trouble shooting to identify root cause of problem reported by end user.
Prepare test cases and test data to support user acceptance test.
Perform regular system checking and result verification on production systems.
Develop and maintain system documentation.
Conduct unit test and system integration test.
Job RequirementsUniversity Degree in Computer Science, Engineering or a related discipline.
At least 5 years of IT experiences, including 2 years of experiences in act in the role of Analyst Programmer role
At least 2 years of IT experiences in the provision of off-the-shelf product support services.
PowerBuilder or Java or VB/ASP system maintenance support experience is preferable.
Experienced in handling government projects is highly preferable.
Good team player, self-initiative and communication skills.
Able to work independently.
Good command of written and spoken English and Chinese is a must.",https://hk.indeed.com/rc/clk?jk=b5fd689ca0fb2a36&fccid=7e57982cb894da40&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,Y,,,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
719,30,Hong Kong,Data analyst,Business Analyst - Life Insurance (Welcome Fresh Grad),Page Personnel,Full-time,,,Hong Kong,"Life Insurance Operation Project

Reputable Insurance Group

About Our Client
Our client is a major life insurance company in Hong Kong, providing one-stop risk and wealth-management services. The scope of business ranges from insurance, investment, and retirement to MPF. To cope with the business expansion, our client is now inviting dynamic and highly motivated individuals to join and grow with them.

Job Description
Be Responsible for reviewing system projects improvement within their operations
Ensure the quality and participate in related projects
Perform User Acceptance Test (UAT), system data set up and user training
Prepare user requirements and report by collecting and analysing information
The Successful Applicant
Bachelor's degree holder in any discipline with 3 years' experience in system development projects or life insurance operations
Proficiency in PC skills including MS Word, Excel, Power Point and Chinese Word processing
Independent, outgoing, pleasant and self-disciplined personality, able to work under pressure
Good analytical and problem solving skills
Proficiency in English, Cantonese and Putonghua
Candidates with more experience will be considered as Senior Business Analyst
Fresh Grad Welcome
What's on Offer
5-day work
Well-established platform
Career advancement opportunities
Medical, life and dental insurance
Work life balance
Contact:
Michael K. Lee
Quote job ref: 4114871
+852 3602 2441
Function:
Banking & Financial Services
Specialisation:
Insurance / Actuarial
Industry:
Insurance
Location:
Hong Kong
Contract Type:
Permanent
Consultant name:
Michael K. Lee
Consultant contact:
+852 3602 2441
Job Reference:
4114871",https://hk.indeed.com/rc/clk?jk=69eaaaedc3a36936&fccid=e5ea1ff710ce39ca&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
189,30,Hong Kong,Data analyst,Data Analyst,Hillman Ross,Full-time,,,Hong Kong,"Contract Type: Permanent

Location: Hong Kong, Hong Kong

Industry:
Buying, Sourcing, Procurement, Manufacturing


Salary: Negotiable

Reference: 9270_1564630242

Contact Name: Vincent Chou

Contact Email: Vincent.chou@hillmanross.com

Job Published: August 01, 2019 11:30
Job Description

Due to rapid expansion, our client a retail company is currently looking for a Data Analyst to join their business technology team.
We are now seeking for a DATA ANALYST
RESPONSIBILITIES
Manage, analyze, and resolve SAP master data initiative issues and manage changes needed to best meet internal and customer requirements
Use Excel pivot tables to organize, summarize and analyze data
Ensures master data integrity in key systems as well as maintaining the processes to support the data quality
Identifies areas for data quality improvements and helps to resolve data quality problems
Establish guidelines on master data create/update processes and ensure effective training to business stakeholders
QUALIFICATIONS
At least 1 year of data analysis experience or fresh graduate that has experience in using Excel tools such as pivot tables and vlookup
Bachelor's degree or equivalent education
SAP experience is an advantage
Self-starter, proactive, fast-learner and organized
Excellent communication and interpersonal skills
Have strong problem-solving skills and a good team player
Fluency in Cantonese and English, Mandarin Chinese would be a plus
APPLY FOR THIS JOB
Interested candidate please CLICK apply button to apply online or send your resume in MS Word format to Hillman Ross Recruitment Solution Professional

Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",https://hk.indeed.com/rc/clk?jk=8ac172797796a041&fccid=619397f1d2f36501&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,5.0 stars
190,30,Hong Kong,Data analyst,Equity Analyst – Hardware Technology focus,Achievers Recruitment Limited,Full-time,,,Hong Kong,"Responsibilities:
Perform fundamental researches on the companies in hardware sector in Greater China or Asia
Visit the prospect companies and meet the senior management to gather more information if necessary
Evaluate financial statements in order to assess the fair value of the company applying a set of different tools, such as discounted cash flow, price-to-earnings ratio
Maintain the stock portfolio and contribute ideas and recommendations
Requirements:
Bachelor degree in in Electronic Engineering, Physics, Mechanical Engineering is highly preferred.
At least five years of experience in equity analysis in buyside or sellside
Capability to exhibit strong financial analysis including accounting & Financial modelling skills
Strong passion in investing
Interested parties please send your resume to tomlee@achievers.com.hk or contact Tom at 2813 8289.

***Personal data collected will be used for recruitment purposes only***",https://hk.indeed.com/rc/clk?jk=16e4f9478eb90524&fccid=5b74281a20148593&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,,5.0 stars
171,30,Hong Kong,Data analyst,Technical Analyst (Data Centre / Infrastructure),Classy Wheeler,Full-time,,,"Sha Tin, New Territories","Client Description
Leading shipping line and logistics solutions provider
Job Description
Technical Analyst (Data Centre)


Candidates with less experience will be considered as Assistant Technical Analyst.


Responsibilities

Provide daily operational support in data centersPerform 1st level of trouble shooting and reliable and quality tape managementMonitor all network, system and application closelyInvolve in development projects including tools automation, data analytic projects, etc.


Technical Analyst (Infrastructure)


Candidates with less experience will be considered as Assistant Technical Analyst.


Responsibilities

Participate in enterprise office intelligence solution design, solution and software developmentResearch and evaluate new technologies on different office intelligence solutionsInteract directly with users through user centered design techniques including observational research, interviews, and concept testing to uncover needs, learn about user behavior and explore design concepts.Translate visionary ideas or requirements into thoughtful and compelling design concepts and work with team members to muck up both low and high-fidelity prototypes and implement solution for different business users globallyParticipate in server and desktop solution research and developmentParticipate in architectural design and implementation of infrastructure services2nd tier technical support of infrastructure server platform


Technical Analyst (Linux)


Candidates with less experience will be considered as Assistant Technical Analyst.


Responsibilities

You will be a core member of our Platform Solution team in supporting Enterprise Linux Systems on Vmware, OpenStack and Hadoop InfrastructuresTo facilitate, evaluate and implement efficient and scalable system management and automation tools to support our Enterprise Applications on Linux platformsThis is an excellent opportunity to participate in our most challenging projects of Enterprise system implementation, supporting and new technologies evaluationsOn Job Training will be provided where applicable24-hour on-call service is required
Job Requirements
Technical Analyst (Data Centre)


Requirements

Higher Diploma graduate in Computer Science or related disciplinesRelevant work experience in IT support or operations is advantageousGood knowledge in Linux, Windows server and Network operationA good team-player with strong analytical and logical thinking skills7x24 Shift duty is requiredGood command of spoken and written English, Putonghua is an advantage


Technical Analyst (Infrastructure)


Requirements

Bachelor’s degree in Computer Engineering, Computer Science or IT related disciplinesEager to learn in a fast-paced and dynamic environmentPassionate in pursuing IT professionalismAt least 2 years of IT infrastructure support and administration in an enterprise environmentProficient in Microsoft Windows Serverand desktop operating environment and network (Windows 2016 Server, Active Directory, DNS, Windows 10 Desktop)Knowledge on cloud product like Azure, AWS and O365Good command of spoken and written English, Putonghua is an advantage


Technical Analyst (Linux)


Requirements

University graduate in Information Technology or related disciplineWith experiences and exposures to Enterprise LINUX and Virtualization platforms are advantageousAny experience in developing automation scripts such as Python, Perl, Linux Shell, PowerShell scripts are advantageousAny experience in DevOps automation tools such as Ansible, Chef, Puppet or Jenkins are also advantageousInitiative, strong willingness and positive innovation to learn and to implement new technologies including open-sources tools, public cloud API integrationGood team player, strong communication and collaboration skills are requiredProficient spoken and written English and Chinese; Putonghua is a plus",https://hk.indeed.com/rc/clk?jk=4d4c863179d5e52b&fccid=7e57982cb894da40&vjs=3,,,,Not Mentioned,Diploma,Bachelor,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,Y,5.0 stars
153,30,Hong Kong,Data analyst,Senior Business Intelligence Analyst (Retail) - IC,Classy Wheeler,Full-time,,,"Quarry Bay, Hong Kong Island","Client Description
Senior Business Intelligence Analyst (Retail)
Job DescriptionAct as a key business partner with Brands / Divisions to understand and analyze the business needs with the purpose of developing BI and Analytics Solutions.Work closely with Local IT and BICC in HQ to ensure business requirements is built into BI solutions, reports and dashboard.Work closely with brands / divisions across the organization to understand and analyze their data, reporting and analytics needs.Work closely with Local IT and BICC in HQEnsure technical solutions are in good fit to business / user’s requirements.Propose different BI solutions to management.Evaluate data and process to identify the best solution to create datasets and visualization.Design function specifications for BI from-end applications.Design / Publish dashboards and reports.Establish project plans, milestones, work breakdowns, deliverables and risk assessments for business projects.Lead BI development life cycle, including planning, analysis, design, deployment, implementation, testing, UAT and rollout.Identify the data required to source from multiple systems, reconcile conflicts, decomposed the details and generate information to provide business findings.Provide technical advice and support for data requirements, dataflow and data definitions.Document necessary guidelines on how Business Intelligence solutions can support critical business processes and its related workflowsCreate user documentation and deliver end user trainingEnsure the alignment with group established processes and procedures for developmentBe the driving force behind the adoption and effective use of our data platform and BI tools within every team in the organization.Reporting line: Head of Controlling (Controlling Team, Finance)
Job RequirementsUniversity graduate in Computer Science, Information Technology or related disciplinesMinimum 5 years’ experience in system design & development preferably in retail industrySAP Certified Application AssociateFull life cycle project management experiences, with very solid BI project experiences, as well as SAP, Data Warehouse (DW), dashboard, ETL, etc.Excellent analytics capabilityGood command of written and spoken English & ChineseExcellent interpersonal & communication skills",https://hk.indeed.com/rc/clk?jk=7cdc7f1f23ee44e6&fccid=7e57982cb894da40&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,5.0 stars
776,30,Hong Kong,Data analyst,Cognos TM1 Developer (IBM Planning Analytics),SystemsAccountants,Full-time,,,Hong Kong,"Cognos TM1 Developer (IBM Planning Analytics)
Hong Kong,
Market Rate
Job Function:

This Finance Systems Analyst role sits within the central Finance Systems and BI team of a global business. This team is responsible for all areas of system development, support and administration around Cognos TM1/ Planning Analytics, Power BI and future Analytics tools and projects. In this role you will help with managing the BAU activities of the existing systems, while also contributing to the overall systems strategy of the business.

This role is a fantastic opportunity to join an international company in a high growth phase, as they ramp up a range of transformation initiatives to improve the regional and global finance systems and analytics landscape. This role can really suit a dynamic TM1 Consultant, who is seeking to move to an internal role or a current TM1 Developer seeking a highly project driven role in an exciting corporate environment!

Key Responsibilities

Manage functional and technical system requirements for Cognos TM1
Carry out all necessary development of TM1 and wider systems
Support key users at all times and particularly key reporting periods
Evaluate and action change requests in the systems
Coordinate with business stakeholders on systems and process enhancements
Implement new developments in the finance systems in coordination with internal and external consultant teams
Create new reports and develop dashboards for the business
Train users on best practice of system
Create and refine the documentation on systems and best practice
Explore new ideas for improvements and new analytics solutions

Candidate Profile:
University degree in Accounting, Finance or Information Systems
2+ years of developer experience with TM1
Functional knowledge of FP&A and financial reporting
Ideally certified in Cognos TM1/ IBM Planning Analytics or related tools
Driven and motivated to progress their career in finance systems and analytics
Further experience in BI and Data Analytics is highly preferred, interested in looking at future tools on the market to bring to the organization
Open to global applications

The Hong Kong office is the most established finance systems team, allowing it to be run as the pilot environment for the rest of the world, where new improvements and enhancements can be tested and then rolled out globally!

To discuss this vacancy and similar opportunities get in touch with Geoff Coleman on +31 207 095 137 or

For the latest opportunities in EPM, BI, ERP and Transformation follow #SystemsAccountants on LinkedIn!",https://hk.indeed.com/rc/clk?jk=c5eb7664362349e3&fccid=49c564cf32559cc2&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,5.0 stars
775,30,Hong Kong,Data analyst,Banking | Business Analyst,Ambition,Full-time,,,Hong Kong,"Contract Type: Permanent

Specialisation: Technology

Salary: Negotiable

REF: BBBH223246_1578447879

Karis Chan
Banking | Business Analyst
Location: Hong Kong

Contract Type: Permanent

Specialisation: Technology

Salary: Negotiable

REF: BBBH223246_1578447879

Karis Chan
Email Karis View Karis's other roles

Our client is now looking for Business Analyst to join their IT team to support their expanding business.

Responsibilities:
Collect user requirements, conduct business analysis, prepare test plans, test cases, UAT, etc.
Work closely with users, developers and vendors to deliver solutions
Responsible for documentation, regulatory and workflow analysis, etc.
Ensure the quality of deliverables

Requirements:
Degree holder in Computer Science, Information Systems, or IT related discipline
At least 2 years' work experience as a business analyst, especially in banking
Experience in retail banking will be a plus
Proficient communication skills in both Chinese and English (including Mandarin)

Attractive package will be offered to successful candidates.
Interested parties, click ""APPLY NOW"" or send your application to karis.chan@ambition.com.hk
Data provided is for recruitment use only.",https://hk.indeed.com/rc/clk?jk=ce1080f9c8a82767&fccid=c9cd3dc1c74035d6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
154,30,Hong Kong,Data analyst,Senior Data Analytics Analyst / Senior BI Developer,Classy Wheeler,Full-time,,,"Hong Kong Science Park, New Territories","Client Description
Innovation company focusing on IoT technogies
Job Description
Senior BI / Data Analytics Analyst (Node.JS, Python)

Diploma or above in IT, Statistics, Data Science or related disciplines3 years or above experience in BI system development, preferably in retail, healthcare or logistics industryResponsible for design, development and maintenance of Dashboard PlatformKnowledge in database management system and BI platform is a plusFamiliar with Node. JS, Python, R, mChart or d3 Chart or eChart is an advantageTechnical skils preferred: Tableau, Angular, Vue.js, Javascript


Senior BI Developer (Tableau & Node.js)

Diploma or above in IT, Statistics, Data Science or related disciplines3 years or above experience in BI system development, preferably in retail, healthcare or logistics industryKnowledge in database management system and BI platform is a plusFamiliar with Tableau, Node.JS, DashboardPrefer to have: Python, R, mChart or d3 Chart or eChartCandidates with less experience will be considered as BI Developer",https://hk.indeed.com/rc/clk?jk=8fd9d1b0050a7e2b&fccid=7e57982cb894da40&vjs=3,,,,Not Mentioned,Diploma,Diploma,Y,,,Y,,Y,,Y,,,,,,,,,,Y,,,,,,Y,Y,5.0 stars
838,30,Hong Kong,Data analyst,"Manager, Lending Product & Project, Fintech",Ambition,Full-time,,,Hong Kong,"Contract Type: Permanent

Specialisation: Banking & Financial Services

Salary: HK$30000 - HK$55000 per month

REF: BBBH232628_1579051859

Monique Yeung
Manager, Lending Product & Project, Fintech
Location: Hong Kong

Contract Type: Permanent

Specialisation: Banking & Financial Services

Salary: HK$30000 - HK$55000 per month

REF: BBBH232628_1579051859

Monique Yeung
Email Monique View Monique's other roles
Our client is a Fintech arm of a well-established business in Hong Kong. With their rapid expansion in their business, an excellent opportunity has arisen for a high-calibre Lending Product and Project Management Professional to join their newly launched Fintech business.

Key responsibilities
You will develop strategies to grow the unsecured lending product business
You will lead the Project of the Fintech Product team to support in delivering fintech solution for business growth
You will participate in business project planning, preparing project proposal, timeline planning, define user requirement for the product design, provide product solution training, UAT testing, etc.
You will liaise with different business stakeholders, included but not limited to, IT, Operations, Marketing, Compliance, External Vendors, etc.
You will perform ad-hoc assignments if required
To qualify, individuals must possess:
Bachelor degree or above in related discipline
Minimum 5 years' experience in product management, project management, business analyst, digital banking, unsecured lending business in Retail Banking
Strong analytical, interpersonal and communication skills
Excellent command in spoken and written English, Cantonese and / or Mandarin
Contact Monique Yeung on (852) 3103 4339/ monique.yeung@ambition.com.hk or APPLY NOW by clicking the button below quoting reference number MY 232628
Data provided is for recruitment purposes only",https://hk.indeed.com/rc/clk?jk=f2781ede7cc9d75e&fccid=c9cd3dc1c74035d6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
155,30,Hong Kong,Data analyst,System Analyst - (PNS - Core Systems),A.S. Watson Group,Full-time,,,"Fo Tan, New Territories","As one of the market leaders in the Retail Industry, we are now heavily investing in technology and human resources in our digital transformation. IT is not only an individual function unit providing technology support but become a crucial party on technical enabler for business initiatives and connecting all the user
departments to go through the changes. We are now looking for high caliber candidates to join us in the following position:
Job Responsibilities:
Analyze and elaborate business cases and requirements, translate the business requirements into specification
Develop the technical solution and work with users on the processes and operation procedures to meet the business requirements
Interact with other IT teams in Group e.g. Group Core System Team, Group Warehouse System Team and user departments in operation flow, data flow, training and control processes
Creation and Execution of all test plans required for the new functionality and provide user training and documentation
Manage both internal resources and external business partners to provide services in system development and implementation
Provide guidance and resolution on wide range of technical and non-technical customer issues covering all the core applications running in company
Provide non-office hour duty call by shift

 Job Requirements:
University (or college) graduate in Information Technology, Computer Science Engineering or relevant disciplines
3 to 4 years working experience in retail business, preferable in FMCG sector. Strong candidates without retail experience will also be considered
Technical knowledge and experience in Oracle technology set, Oracle Apex. PL/SQL, Proc C, Java, Tomcat and Visual Basic.
Practical experience in backend ERP system e.g. Purchasing system, Inventory System, Costing and Financial Systems
Strong interpersonal skills, analytical mind and troubleshooting skills. Can work in a team and independently.
Good communication in English and Cantonese, both written and spoken with spoken Mandarin will be an advantage",https://hk.indeed.com/rc/clk?jk=829d7bd4b05afe00&fccid=1f593f8528f0c819&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,,Y,Y,,Y,,,,,,,,,,,,,,5.0 stars
156,30,Hong Kong,Data analyst,"Data Analyst/Scientist - 40k, perm role",Michael Page,Full-time,3.5,315,Hong Kong Island,"Function:Marketing
Specialisation:Analysis & Planning
Industry:Media & Agency
Location:Hong Kong Island
Contract Type:Permanent
Consultant name:Maggie Leung
Consultant phone:+852 3412 4857
Job Reference:4087433",https://hk.indeed.com/rc/clk?jk=a28efc932bc940e5&fccid=77087bd1709a8148&vjs=3,40000.0,40000.0,40000.0,40000-49999,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,
771,30,Hong Kong,Data analyst,"Junior Financial Analyst, US Retailer, Sourcing Business",Ambition,Full-time,,,Hong Kong,"Contract Type: Permanent

Specialisation: Finance & Accounting

Salary: HK$20000 - HK$30000 per month

REF: BBBH217794_1578565284

Andy Yip
Junior Financial Analyst, US Retailer, Sourcing Business
Location: Hong Kong

Contract Type: Permanent

Specialisation: Finance & Accounting

Salary: HK$20000 - HK$30000 per month

REF: BBBH217794_1578565284

Andy Yip
Email Andy View Andy's other roles
My client is a reputable, multinational company in sourcing and retailing, they are looking for a Junior Financial Analyst due to expansion. Supporting the FP&A Manager, you will work very closely with Global and China office so conversational Mandarin and fluent English are desired.
Responsibilities
Put together key financial data for management's review
Responsible for monthly, quarterly, annual and ad-hoc reporting and analysis of actuals and forecasts, supplementing standard monthly reporting with insight-focused financial analysis
Develop and improve monthly, annual and ad-hoc reports
Assist in preparation of the region's quarterly and annual presentations to senior-level executives.
Requirements
Degree holder; professional qualification in Accounting is an advantage
Minimum of 2 years' experience in Accounting/Auditing
Welcome Auditors with no commercial experience
Proficient in both written and spoken English, Cantonese and Mandarin
Immediately Available is a highly preferred",https://hk.indeed.com/rc/clk?jk=864e5eb8cc938e93&fccid=c9cd3dc1c74035d6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
765,30,Hong Kong,Data analyst,Regional C&B Analysis (SO/AM) - APAC Role MNC; Great Exposure,Page Personnel,Full-time,,,Kowloon,"Sizable & reputable company

Great Learning Opportunity

About Our Client
Our client is a one of the top firms in its industry, a reputable MNC, providing professional services across the world. They have a long history with more than 80 years of establishment. They have offices in over 30 countries including Australia, Canada, Japan, Germany, Italy, Singapore, US, etc. They are now looking for a Senior HR Officer / Assistant Manager to join their Regional Compensation and Benefits team and perform one-stop compensation solution for APAC business.

Double Pay
Comprehensive medical and life insurance
Strong Brand Name
MNC working environment
Up to HK$ 35k for suitable candidates
Job Description
Responsible for reviewing C&B programs for Hong Kong office
Assist on annual C&B exercises include salary and bonus benchmarking and HR Projects
Reviewing and implementing C&B policies and procedures to meet business needs and local legislation compliances;
Responsible for data consolidation and analysis, and compile C&B analytic reports
Participate in HR initiatives and ad-hoc projects as assigned
The Successful Applicant
Minimum of 4 years' experience in C&B operation and analyst from sizable companies
Bachelor in Human Resources Management or related discipline
Result-driven, smart, fast-paced, analytic, detail-minded with strong problem-solving
Excellent command of spoken and written English and Cantonese is a must
Proficient in Microsoft Office is a must, ideally experienced in using Oracle and Power BI
What's on Offer
Permanent opportunity
Well established HR team
5 day work
8:30am - 5:30pm
Location: Kowloon
Double Pay
Comprehensive medical and life insurance
Strong brand name
MNC working environment
Up to HK$ 38k for suitable candidates
Contact:
Jess Leung
Quote job ref: 4069910
+852 3602 2417
Function:
Human Resources
Specialisation:
Compensation & Benefits
Industry:
Business Services
Location:
Kowloon
Contract Type:
Permanent
Consultant name:
Jess Leung
Consultant contact:
+852 3602 2417
Job Reference:
4069910",https://hk.indeed.com/rc/clk?jk=f2ae1d874053985b&fccid=e5ea1ff710ce39ca&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,Y,Y,Y,,Y,,,,,,,,,,,,Y,,5.0 stars
764,30,Hong Kong,Data analyst,(Senior) System Analyst,Kelly Services,Full-time,3.9,14007,Hong Kong,"Our client is a Music Copyright Administration, a selected candidate will be assigned for below duties:
Responsibilities:
Lead the IT team for the project (copyright management system) in Hong Kong and Asia Pacific
Responsible for software development and refinement of existing system for analyzing and processing of data submitted by music users
Ensure accurate reporting and distribution of royalties to members
Look into and apply Cloud, AI, big data, etc. to enhance business performance
Identify areas of improvement and implement solutions
Manage proactively changes in project scope and user requirements
Co-ordinate with other departments and provide support
Requirement:
University graduate in Information Technology or related disciplines
Holders of relevant professional qualifications (e.g. MCSE, Oracle Database certifications) is a plus
Hands- on experienced in Oracle Forms and reports application development
Excellent project management and leadership skills (e.g. PMP holder)
Strong leadership with ability to work with user departments amicably in the organization
Ability to prioritize job assignments and allocate resources",https://hk.indeed.com/rc/clk?jk=85eba7f9a3693ce6&fccid=26a0583287ba1940&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,
758,30,Hong Kong,Data analyst,Developer-Welcome Fresh Graduate-Global IT Company!,Hillman Ross,Full-time,,,Hong Kong,"Contract Type: Permanent

Location: Hong Kong, Hong Kong

Industry:
Information Technology


Salary: Negotiable

Reference: 9457_1566889903

Contact Name: Joyce Lee

Contact Email: joyce.lee@hillmanross.com

Job Published: August 27, 2019 15:11
Job Description

Our client is a global information technology company.
The opportunity will enhance your business and technical knowledge so that you can progress onto the next stage of your career. Through a series of on-the-job training and orientation, you will have good exposure to multiple business units and corporate functions of our organization.
We are now seeking for a JAVA PROGRAMMER/ ANALYST PROGRAMMER/SYSTEM ANALYST
RESPONSIBILITEIES
FG-5 years exp
Hands-on Java web application, Tomcat, Oracle DB, AngularJS, Boostrap, linux scripting, backend API development experiences.
AWS cloud development with AWS certificate is in advantage.
Native Cantonese, Good Mandarin, Good English
QUALIFICATIONS
Analyzing existing systems and business models
Mapping and documenting interfaces between legacy and new systems
Understanding software development lifecycle
Translating client requirements into highly specified project briefs
Identifying options for potential solutions and assessing them for both technical and business suitability
Conducting requirements analysis and preparing specific proposals for modified or replacement systems
presenting proposals to clients
working closely with colleagues, developers, testers and a variety of end users to ensure technical compatibility and user satisfaction
drawing up, supervising and documenting testing schedules for complete system
overseeing implementation of a new system including data migration planning and working flexibly to deadlines
For the programmer position, fresh graduates are welcome!
APPLY FOR THIS JOB
Interested candidate please CLICK apply button to apply online or send your resume in MS Word format to Hillman Ross Recruitment Solution Professional


Please note that only shortlisted candidate will be notified. All information will be treated in strict confidence and solely used for recruitment purposes.",https://hk.indeed.com/rc/clk?jk=06e900be398dbb80&fccid=619397f1d2f36501&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,Y,,,Y,Y,Y,,Y,,,,,,,,,,,,Y,,5.0 stars
756,30,Hong Kong,Data analyst,"Enterprise Account Executive, China - BASED IN HONG KONG",Salesforce,,,,Hong Kong,"Job Category
Sales
Job Details
Enterprise Account Executive, China - BASED IN HONG KONG
Our Enterprise Business Unit sells to our largest, top Fortune 500 clients across a diverse set of industries. The Enterprise Account Executive maintains and expands relationships with strategically important and large enterprises.

Responsibilities:
Establish professional and deep relationships with key personnel in assigned customer accounts
Leads account planning process that develops account strategy, financial targets and critical milestones for 1-3 year period
Leads cross functional team within Salesforce to meet customer accounts performance objectives and expectation
Deep understanding of customer's business environment, proactively assesses, clarifies and validates customer needs on an ongoing basis.
Leads solution development efforts that best address customer needs and generating pipeline for Salesforce
Engage with prospect organizations to position Salesforce solutions through strategic value based selling, business case definition, ROI analysis, references and analyst data.
Manage the end to end sales process through engagement of appropriate resources such as Sales Engineers, Professional Services, Co-Primes, Executives, Partners etc.
Generate short term results whilst maintaining a long term perspective to maximize overall revenue generation.
Accurate quarterly forecasting and revenue delivery.

Requirements:
10+ years relevant experience of solution selling for a major software vendor.
Extensive experience of selling into major companies in the China market
Successful history of net direct new business sales, with the ability to prove consistent delivery against targets
Credibility at all levels, including CxO.
CRM application sales, relevant enterprise experience preferred.
Must speak highly fluent Mandarin as this person will selling to customers in China.
*LI-MB #LI-HKG #LI-CN
Posting Statement
Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.",https://hk.indeed.com/rc/clk?jk=61eb6e25223286eb&fccid=4027cfd917e1ee29&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,Y,,,,,,,,,,,,,,,,5.0 stars
755,30,Hong Kong,Data analyst,Technical Lead - (Java),Venturenix Limited,Full-time,,,Hong Kong,"Lead and mentor people.
Oversee and coach the technical members such as developers, testers, technical business analysts, data analysts, etc. and ensure the implementation team meet the requirements.
Identify and recruit the right technical resources to support the DTU program.
Coordinate with the UI/UX team to align the user experience with the work performed.
Connect business requirement to design.
Work closely with the business to define requirements in an Agile structure using Epics and Stories
Maintain the pace of the agile development, completion for sprints and the releases.
Review, update and confirm the completed functionality with the business users
Excel in quality work
Maintain the quality standard of applications to be developed
Assess the work requirements and monitor the progress of applications to achieve timely completion.
You will thrive in the role if you ……
Know Agile and scrum process management
Have experience in providing business analysis for IT development projects
Have proven track record of gathering system requirements with business users in workshop setting
Are good at designing system workflows for users
Are experienced in developing user system requirements and use cases
Are good at organizing user design reviews and user acceptance sessions
Are skilled in UI design experience, wireframe design, application architecture
Are a self-starter with a strong sense of responsibility and commitment in quality results",https://hk.indeed.com/rc/clk?jk=a3870bf95701ab45&fccid=994dad0d53767a7b&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,Y,,,,,,,,,,,,,,,,,,,5.0 stars
